# Reduced electric-dipole matrix elements |<n1 l1 j1 || d || n2 l2 j2>| in e a0,
# from the Portal for High-Precision Atomic Data and Computation, https://www1.udel.edu/atom/
# (M. S. Safronova et al., linearized coupled-cluster method; retrieved 2026-07-28).
species,n1,l1,j1,n2,l2,j2,matrix_element,uncertainty
K,5,2,2.5,8,3,3.5,5.48611,0.134527
K,5,2,2.5,9,3,2.5,0.892592,0.0165862
K,5,2,2.5,9,3,3.5,3.9918,0.0741741
K,5,2,2.5,10,3,2.5,0.69355,0.0105052
K,5,2,2.5,10,3,3.5,3.10166,0.0469787
K,5,2,2.5,11,3,2.5,0.562419,0.0072164
K,5,2,2.5,11,3,3.5,2.51522,0.0322711
K,4,1,0.5,7,0,0.5,0.476259,0.0022558
K,4,1,1.5,7,0,0.5,0.673356,0.0032422
K,5,1,0.5,7,0,0.5,1.80152,0.0078777
K,5,1,1.5,7,0,0.5,2.5446,0.0113351
K,6,1,0.5,7,0,0.5,15.3894,0.024565
K,6,1,1.5,7,0,0.5,21.8895,0.036075
K,7,0,0.5,7,1,0.5,25.5982,0.059339
K,7,0,0.5,7,1,1.5,36.1151,0.085214
K,7,0,0.5,8,1,0.5,2.73309,0.0179103
K,7,0,0.5,8,1,1.5,3.9302,0.0251113
K,7,0,0.5,9,1,0.5,1.08169,0.010048
K,7,0,0.5,9,1,1.5,1.56659,0.0103738
K,7,0,0.5,10,1,0.5,0.611361,0.0053007
K,7,0,0.5,10,1,1.5,0.889086,0.0076303
K,7,0,0.5,11,1,0.5,0.407492,0.0040859
K,7,0,0.5,11,1,1.5,0.594315,0.0058835
K,7,0,0.5,12,1,0.5,0.29834,0.0033167
K,7,0,0.5,12,1,1.5,0.435957,0.0047089
K,3,2,1.5,7,1,0.5,0.488592,0.0171268
K,4,2,1.5,7,1,0.5,2.36591,0.091676
K,5,2,1.5,7,1,0.5,24.0361,0.844001
K,6,2,1.5,7,1,0.5,43.802,0.319376
K,7,1,0.5,7,2,1.5,3.08648,0.243754
K,7,1,0.5,8,2,1.5,0.708352,0.170689
K,7,1,0.5,9,2,1.5,0.177444,0.121302
K,7,1,0.5,10,2,1.5,0.0044217,0.0826213
K,7,1,0.5,11,2,1.5,0.0613804,0.0721973
K,3,2,1.5,7,1,1.5,0.22015,0.007418
K,3,2,2.5,7,1,1.5,0.660617,0.0221607
K,4,2,1.5,7,1,1.5,1.06285,0.0394
K,4,2,2.5,7,1,1.5,3.18964,0.117339
K,5,2,1.5,7,1,1.5,10.7006,0.377305
K,5,2,2.5,7,1,1.5,32.0849,1.12915
K,6,2,1.5,7,1,1.5,19.6478,0.140506
K,6,2,2.5,7,1,1.5,58.9514,0.42104
K,7,1,1.5,7,2,1.5,1.34002,0.110124
K,7,1,1.5,7,2,2.5,4.01315,0.331107
K,7,1,1.5,8,2,1.5,0.294358,0.0767965
K,7,1,1.5,8,2,2.5,0.879182,0.230295
K,7,1,1.5,9,2,1.5,0.0645685,0.0544839
K,7,1,1.5,9,2,2.5,0.191189,0.163245
K,7,1,1.5,10,2,1.5,0.0088093,0.0410438
K,7,1,1.5,10,2,2.5,0.0282349,0.122911
K,7,1,1.5,11,2,1.5,0.0358297,0.0323784
K,7,1,1.5,11,2,2.5,0.108857,0.096944
K,4,3,2.5,6,2,1.5,2.07294,0.0633041
K,5,3,2.5,6,2,1.5,15.9885,0.405196
K,6,2,1.5,6,3,2.5,72.2845,0.415606
K,6,2,1.5,7,3,2.5,14.47,1.41226
K,6,2,1.5,8,3,2.5,7.83065,0.39712
K,6,2,1.5,9,3,2.5,5.18535,0.185774
K,6,2,1.5,10,3,2.5,3.81274,0.109212
K,6,2,1.5,11,3,2.5,2.98346,0.0724777
K,4,3,2.5,6,2,2.5,0.554286,0.0168578
K,4,3,3.5,6,2,2.5,2.47884,0.075399
K,5,3,2.5,6,2,2.5,4.27566,0.108303
K,5,3,3.5,6,2,2.5,19.1213,0.484392
K,6,2,2.5,6,3,2.5,19.3176,0.11065
K,6,2,2.5,6,3,3.5,86.391,0.494839
K,6,2,2.5,7,3,2.5,3.86153,0.375949
K,6,2,2.5,7,3,3.5,17.2693,1.6813
K,6,2,2.5,8,3,2.5,2.09099,0.105915
K,6,2,2.5,8,3,3.5,9.35121,0.473663
K,6,2,2.5,9,3,2.5,1.38491,0.0496083
K,6,2,2.5,9,3,3.5,6.19352,0.221851
K,6,2,2.5,10,3,2.5,1.01842,0.0291913
K,6,2,2.5,10,3,3.5,4.55452,0.130543
K,6,2,2.5,11,3,2.5,0.796963,0.0193875
K,6,2,2.5,11,3,3.5,3.56413,0.0866997
K,4,1,0.5,8,0,0.5,0.314141,0.0015512
K,4,1,1.5,8,0,0.5,0.443948,0.0022295
K,5,1,0.5,8,0,0.5,0.9123,0.0045584
K,5,1,1.5,8,0,0.5,1.28683,0.0065558
K,6,1,0.5,8,0,0.5,2.95427,0.0129868
K,6,1,1.5,8,0,0.5,4.16821,0.018741
K,7,1,0.5,8,0,0.5,23.7117,0.039286
K,7,1,1.5,8,0,0.5,33.7168,0.057434
K,8,0,0.5,8,1,0.5,36.4575,0.079417
K,8,0,0.5,8,1,1.5,51.4259,0.113853
K,8,0,0.5,9,1,0.5,3.97461,0.0240315
K,8,0,0.5,9,1,1.5,5.70889,0.0336774
K,8,0,0.5,10,1,0.5,1.58359,0.0099026
K,8,0,0.5,10,1,1.5,2.2887,0.0142564
K,8,0,0.5,11,1,0.5,0.897278,0.0072704
K,8,0,0.5,11,1,1.5,1.30159,0.0104653
K,8,0,0.5,12,1,0.5,0.598803,0.0056566
K,8,0,0.5,12,1,1.5,0.870671,0.0080284
K,3,2,1.5,8,1,0.5,0.311292,0.0160441
K,4,2,1.5,8,1,0.5,1.14681,0.0448248
K,5,2,1.5,8,1,0.5,4.1114,0.14934
K,6,2,1.5,8,1,0.5,35.8124,1.22174
K,7,2,1.5,8,1,0.5,61.4053,0.467712
K,8,1,0.5,8,2,1.5,4.56813,0.293959
K,8,1,0.5,9,2,1.5,1.24879,0.209361
K,8,1,0.5,10,2,1.5,0.463444,0.149413
K,8,1,0.5,11,2,1.5,0.183882,0.112927
K,3,2,1.5,8,1,1.5,0.140293,0.006973
K,3,2,2.5,8,1,1.5,0.420986,0.0208374
K,4,2,1.5,8,1,1.5,0.515733,0.0196953
K,4,2,2.5,8,1,1.5,1.54786,0.0588245
K,5,2,1.5,8,1,1.5,1.84562,0.0653088
K,5,2,2.5,8,1,1.5,5.53889,0.194601
K,6,2,1.5,8,1,1.5,15.9419,0.54644
K,6,2,2.5,8,1,1.5,47.8028,1.63406
K,7,2,1.5,8,1,1.5,27.5441,0.206291
K,7,2,2.5,8,1,1.5,82.6434,0.618039
K,8,1,1.5,8,2,1.5,1.98944,0.133125
K,8,1,1.5,8,2,2.5,5.96013,0.400405
K,8,1,1.5,9,2,1.5,0.529173,0.0943584
K,8,1,1.5,9,2,2.5,1.58285,0.283036
K,8,1,1.5,10,2,1.5,0.188067,0.0672139
K,8,1,1.5,10,2,2.5,0.56113,0.201416
K,8,1,1.5,11,2,1.5,0.0682834,0.0507486
K,8,1,1.5,11,2,2.5,0.202653,0.152021
K,4,3,2.5,7,2,1.5,1.08027,0.0318431
K,5,3,2.5,7,2,1.5,4.34743,0.121741
K,6,3,2.5,7,2,1.5,26.9692,0.625374
K,7,2,1.5,7,3,2.5,101.439,0.66753
K,7,2,1.5,8,3,2.5,15.459,1.82586
K,7,2,1.5,9,3,2.5,8.60449,0.539466
K,7,2,1.5,10,3,2.5,5.76033,0.261555
K,7,2,1.5,11,3,2.5,4.26124,0.156875
K,4,3,2.5,7,2,2.5,0.288832,0.0084676
K,4,3,3.5,7,2,2.5,1.29169,0.0378723
K,5,3,2.5,7,2,2.5,1.16237,0.0323902
K,5,3,3.5,7,2,2.5,5.19828,0.144861
K,6,3,2.5,7,2,2.5,7.21149,0.16706
K,6,3,3.5,7,2,2.5,32.2508,0.747147
K,7,2,2.5,7,3,2.5,27.1085,0.177643
K,7,2,2.5,7,3,3.5,121.233,0.79445
K,7,2,2.5,8,3,2.5,4.12446,0.48573
K,7,2,2.5,8,3,3.5,18.4452,2.17224
K,7,2,2.5,9,3,2.5,2.2973,0.143763
K,7,2,2.5,9,3,3.5,10.2739,0.642916
K,7,2,2.5,10,3,2.5,1.5383,0.0697761
K,7,2,2.5,10,3,3.5,6.87951,0.312038
K,7,2,2.5,11,3,2.5,1.1381,0.041882
K,7,2,2.5,11,3,3.5,5.08976,0.187294
K,4,1,0.5,9,0,0.5,0.230089,0.0011639
K,4,1,1.5,9,0,0.5,0.32509,0.0016729
K,5,1,0.5,9,0,0.5,0.591768,0.0030826
K,5,1,1.5,9,0,0.5,0.83427,0.0044329
K,6,1,0.5,9,0,0.5,1.45608,0.0074038
K,6,1,1.5,9,0,0.5,2.05127,0.0106792
K,7,1,0.5,9,0,0.5,4.3625,0.0192051
K,7,1,1.5,9,0,0.5,6.15094,0.0277508
K,8,1,0.5,9,0,0.5,33.758,0.058957
K,8,1,1.5,9,0,0.5,47.9915,0.085096
K,9,0,0.5,9,1,0.5,49.1958,0.102662
K,9,0,0.5,9,1,1.5,69.3832,0.148113
K,9,0,0.5,10,1,0.5,5.43045,0.0311118
K,9,0,0.5,10,1,1.5,7.79317,0.0435922
K,9,0,0.5,11,1,0.5,2.17014,0.0132036
K,9,0,0.5,11,1,1.5,3.1323,0.0190031
K,9,0,0.5,12,1,0.5,1.23039,0.0097344
K,9,0,0.5,12,1,1.5,1.78163,0.0138077
K,3,2,1.5,9,1,0.5,0.22409,0.0117041
K,4,2,1.5,9,1,0.5,0.729256,0.0289916
K,5,2,1.5,9,1,0.5,1.98412,0.0814479
K,6,2,1.5,9,1,0.5,6.23804,0.227969
K,7,2,1.5,9,1,0.5,49.9077,1.63571
K,8,2,1.5,9,1,0.5,81.7935,0.636037
K,9,1,0.5,9,2,1.5,6.30493,0.346002
K,9,1,0.5,10,2,1.5,1.88619,0.250587
K,9,1,0.5,11,2,1.5,0.803103,0.179357
K,3,2,1.5,9,1,1.5,0.101006,0.0050891
K,3,2,2.5,9,1,1.5,0.303091,0.0152095
K,4,2,1.5,9,1,1.5,0.328073,0.0127534
K,4,2,2.5,9,1,1.5,0.98466,0.0381046
K,5,2,1.5,9,1,1.5,0.891727,0.035803
K,5,2,2.5,9,1,1.5,2.67638,0.106804
K,6,2,1.5,9,1,1.5,2.79952,0.0997445
K,6,2,2.5,9,1,1.5,8.40169,0.29703
K,7,2,1.5,9,1,1.5,22.2149,0.731214
K,7,2,2.5,9,1,1.5,66.615,2.18549
K,8,2,1.5,9,1,1.5,36.6906,0.280276
K,8,2,2.5,9,1,1.5,110.086,0.83959
K,9,1,1.5,9,2,1.5,2.75085,0.156546
K,9,1,1.5,9,2,2.5,8.24308,0.471135
K,9,1,1.5,10,2,1.5,0.806312,0.112849
K,9,1,1.5,10,2,2.5,2.41342,0.338558
K,9,1,1.5,11,2,1.5,0.334939,0.0806249
K,9,1,1.5,11,2,2.5,1.0012,0.241679
K,4,3,2.5,8,2,1.5,0.7007,0.0199904
K,5,3,2.5,8,2,1.5,2.24044,0.0604043
K,6,3,2.5,8,2,1.5,7.17786,0.187414
K,7,3,2.5,8,2,1.5,40.321,0.867056
K,8,2,1.5,8,3,2.5,134.71,0.95442
K,8,2,1.5,9,3,2.5,16.5547,2.27516
K,8,2,1.5,10,3,2.5,9.40716,0.69097
K,8,2,1.5,11,3,2.5,6.33967,0.339103
K,4,3,2.5,8,2,2.5,0.18734,0.0053118
K,4,3,3.5,8,2,2.5,0.837808,0.0237574
K,5,3,2.5,8,2,2.5,0.598993,0.0160513
K,5,3,3.5,8,2,2.5,2.67878,0.0717866
K,6,3,2.5,8,2,2.5,1.91906,0.0498326
K,6,3,3.5,8,2,2.5,8.58227,0.222862
K,7,3,2.5,8,2,2.5,10.7812,0.231546
K,7,3,3.5,8,2,2.5,48.2148,1.03551
K,8,2,2.5,8,3,2.5,35.9995,0.253915
K,8,2,2.5,8,3,3.5,160.995,1.13554
K,8,2,2.5,9,3,2.5,4.41579,0.605005
K,8,2,2.5,9,3,3.5,19.748,2.70563
K,8,2,2.5,10,3,2.5,2.5113,0.184045
K,8,2,2.5,10,3,3.5,11.2309,0.823051
K,8,2,2.5,11,3,2.5,1.69285,0.0904083
K,8,2,2.5,11,3,3.5,7.57067,0.404303
K,4,1,0.5,10,0,0.5,0.179111,0.0009208
K,4,1,1.5,10,0,0.5,0.253031,0.0013235
K,5,1,0.5,10,0,0.5,0.430392,0.0022885
K,5,1,1.5,10,0,0.5,0.606601,0.0032909
K,6,1,0.5,10,0,0.5,0.9316,0.0049501
K,6,1,1.5,10,0,0.5,1.31162,0.007139
K,7,1,0.5,10,0,0.5,2.10719,0.0108159
K,7,1,1.5,10,0,0.5,2.9662,0.0156154
K,8,1,0.5,10,0,0.5,6.02581,0.0265801
K,8,1,1.5,10,0,0.5,8.49234,0.0383342
K,9,1,0.5,10,0,0.5,45.5285,0.082256
K,9,1,1.5,10,0,0.5,64.717,0.119953
K,10,0,0.5,10,1,0.5,63.8146,0.129452
K,10,0,0.5,10,1,1.5,89.9918,0.186048
K,10,0,0.5,11,1,0.5,7.09962,0.0391461
K,10,0,0.5,11,1,1.5,10.1826,0.054838
K,10,0,0.5,12,1,0.5,2.84106,0.0171271
K,10,0,0.5,12,1,1.5,4.09648,0.0242719
K,3,2,1.5,10,1,0.5,0.179208,0.009067
K,4,2,1.5,10,1,0.5,0.524618,0.0209078
K,5,2,1.5,10,1,0.5,1.25565,0.0527438
K,6,2,1.5,10,1,0.5,2.99021,0.124275
K,7,2,1.5,10,1,0.5,8.74283,0.320297
K,8,2,1.5,10,1,0.5,66.336,2.08904
K,9,2,1.5,10,1,0.5,104.963,0.82297
K,10,1,0.5,10,2,1.5,8.29675,0.39926
K,10,1,0.5,11,2,1.5,2.61976,0.293776
K,3,2,1.5,10,1,1.5,0.0806797,0.0039477
K,3,2,2.5,10,1,1.5,0.242063,0.0117993
K,4,2,1.5,10,1,1.5,0.236043,0.0092095
K,4,2,2.5,10,1,1.5,0.708449,0.027521
K,5,2,1.5,10,1,1.5,0.564543,0.0232368
K,5,2,2.5,10,1,1.5,1.69443,0.0693449
K,6,2,1.5,10,1,1.5,1.34359,0.054695
K,6,2,2.5,10,1,1.5,4.03259,0.163062
K,7,2,1.5,10,1,1.5,3.92317,0.140289
K,7,2,2.5,10,1,1.5,11.7739,0.417627
K,8,2,1.5,10,1,1.5,29.5272,0.934389
K,8,2,2.5,10,1,1.5,88.5447,2.79187
K,9,2,1.5,10,1,1.5,47.0839,0.363395
K,9,2,2.5,10,1,1.5,141.269,1.08867
K,10,1,1.5,10,2,1.5,3.62521,0.181126
K,10,1,1.5,10,2,2.5,10.8647,0.545364
K,10,1,1.5,11,2,1.5,1.12596,0.132542
K,10,1,1.5,11,2,2.5,3.37151,0.397786
K,4,3,2.5,9,2,1.5,0.507619,0.0141081
K,5,3,2.5,9,2,1.5,1.44389,0.0377411
K,6,3,2.5,9,2,1.5,3.66751,0.0920573
K,7,3,2.5,9,2,1.5,10.5641,0.260629
K,8,3,2.5,9,2,1.5,56.0257,1.13726
K,9,2,1.5,9,3,2.5,172.17,1.2778
K,9,2,1.5,10,3,2.5,17.7352,2.76666
K,9,2,1.5,11,3,2.5,10.2401,0.849096
K,4,3,2.5,9,2,2.5,0.135715,0.0037473
K,4,3,3.5,9,2,2.5,0.606932,0.0167601
K,5,3,2.5,9,2,2.5,0.38602,0.0100234
K,5,3,3.5,9,2,2.5,1.72633,0.0448279
K,6,3,2.5,9,2,2.5,0.980491,0.0244516
K,6,3,3.5,9,2,2.5,4.38488,0.109353
K,7,3,2.5,9,2,2.5,2.82428,0.0692751
K,7,3,3.5,9,2,2.5,12.6306,0.309809
K,8,3,2.5,9,2,2.5,14.9797,0.303698
K,8,3,3.5,9,2,2.5,66.9912,1.35816
K,9,2,2.5,9,3,2.5,46.01,0.339908
K,9,2,2.5,9,3,3.5,205.763,1.52011
K,9,2,2.5,10,3,2.5,4.72973,0.735576
K,9,2,2.5,10,3,3.5,21.152,3.28953
K,9,2,2.5,11,3,2.5,2.73336,0.226109
K,9,2,2.5,11,3,3.5,12.224,1.01116
K,4,1,0.5,11,0,0.5,0.145124,0.0007551
K,4,1,1.5,11,0,0.5,0.205,0.0010854
K,5,1,0.5,11,0,0.5,0.334221,0.0018005
K,5,1,1.5,11,0,0.5,0.470981,0.002589
K,6,1,0.5,11,0,0.5,0.672624,0.0036499
K,6,1,1.5,11,0,0.5,0.946717,0.0052636
K,7,1,0.5,11,0,0.5,1.33271,0.0071682
K,7,1,1.5,11,0,0.5,1.87478,0.0103462
K,8,1,0.5,11,0,0.5,2.86501,0.0148377
K,8,1,1.5,11,0,0.5,4.03082,0.0213633
K,9,1,0.5,11,0,0.5,7.94401,0.0350173
K,9,1,1.5,11,0,0.5,11.1918,0.050744
K,10,1,0.5,11,0,0.5,59.0261,0.111012
K,10,1,1.5,11,0,0.5,83.8926,0.159937
K,11,0,0.5,11,1,0.5,80.3156,0.158755
K,11,0,0.5,11,1,1.5,113.252,0.22842
K,11,0,0.5,12,1,0.5,8.9826,0.048134
K,11,0,0.5,12,1,1.5,12.8768,0.067408
K,3,2,1.5,11,1,0.5,0.144424,0.0073234
K,4,2,1.5,11,1,0.5,0.404735,0.0161248
K,5,2,1.5,11,1,0.5,0.900513,0.0380519
K,6,2,1.5,11,1,0.5,1.88146,0.0802524
K,7,2,1.5,11,1,0.5,4.16098,0.173809
K,8,2,1.5,11,1,0.5,11.6236,0.42703
K,9,2,1.5,11,1,0.5,85.1053,2.58715
K,10,2,1.5,11,1,0.5,130.907,1.03113
K,11,1,0.5,11,2,1.5,10.545,0.473975
K,3,2,1.5,11,1,1.5,0.0650227,0.0031897
K,3,2,2.5,11,1,1.5,0.195087,0.009534
K,4,2,1.5,11,1,1.5,0.182119,0.0071058
K,4,2,2.5,11,1,1.5,0.546605,0.0212364
K,5,2,1.5,11,1,1.5,0.404946,0.0167783
K,5,2,2.5,11,1,1.5,1.21542,0.0500807
K,6,2,1.5,11,1,1.5,0.845763,0.0353841
K,6,2,2.5,11,1,1.5,2.53849,0.105533
K,7,2,1.5,11,1,1.5,1.86957,0.0765444
K,7,2,2.5,11,1,1.5,5.61124,0.228121
K,8,2,1.5,11,1,1.5,5.21574,0.187154
K,8,2,2.5,11,1,1.5,15.6532,0.557037
K,9,2,1.5,11,1,1.5,37.8813,1.15717
K,9,2,2.5,11,1,1.5,113.599,3.45716
K,10,2,1.5,11,1,1.5,58.7228,0.455451
K,10,2,2.5,11,1,1.5,176.19,1.36444
K,11,1,1.5,11,2,1.5,4.61228,0.212622
K,11,1,1.5,11,2,2.5,13.8246,0.632106
K,4,3,2.5,10,2,1.5,0.392774,0.0106918
K,5,3,2.5,10,2,1.5,1.04187,0.026606
K,6,3,2.5,10,2,1.5,2.35064,0.0572412
K,7,3,2.5,10,2,1.5,5.35996,0.126916
K,8,3,2.5,10,2,1.5,14.5012,0.342381
K,9,3,2.5,10,2,1.5,74.0666,1.44535
K,10,2,1.5,10,3,2.5,213.856,1.63965
K,10,2,1.5,11,3,2.5,18.971,3.28785
K,4,3,2.5,10,2,2.5,0.105009,0.002839
K,4,3,3.5,10,2,2.5,0.469611,0.0126978
K,5,3,2.5,10,2,2.5,0.278537,0.0070634
K,5,3,3.5,10,2,2.5,1.24565,0.0315897
K,6,3,2.5,10,2,2.5,0.628417,0.0151955
K,6,3,3.5,10,2,2.5,2.81036,0.0679572
K,7,3,2.5,10,2,2.5,1.43292,0.0336972
K,7,3,3.5,10,2,2.5,6.4082,0.150699
K,8,3,2.5,10,2,2.5,3.87679,0.0909756
K,8,3,3.5,10,2,2.5,17.3375,0.406853
K,9,3,2.5,10,2,2.5,19.8027,0.385935
K,9,3,3.5,10,2,2.5,88.5606,1.72589
K,10,2,2.5,10,3,2.5,57.1498,0.436114
K,10,2,2.5,10,3,3.5,255.581,1.95034
K,10,2,2.5,11,3,2.5,5.05823,0.873978
K,10,2,2.5,11,3,3.5,22.6211,3.90845
K,4,1,0.5,12,0,0.5,0.12098,0.0006356
K,4,1,1.5,12,0,0.5,0.170885,0.0009136
K,5,1,0.5,12,0,0.5,0.270776,0.0014726
K,5,1,1.5,12,0,0.5,0.381537,0.0021174
K,6,1,0.5,12,0,0.5,0.520352,0.0028596
K,6,1,1.5,12,0,0.5,0.732263,0.0041237
K,7,1,0.5,12,0,0.5,0.955574,0.0052537
K,7,1,1.5,12,0,0.5,1.3438,0.0075821
K,8,1,0.5,12,0,0.5,1.79437,0.0097622
K,8,1,1.5,12,0,0.5,2.52279,0.0140477
K,9,1,0.5,12,0,0.5,3.72923,0.0193996
K,9,1,1.5,12,0,0.5,5.24446,0.0280811
K,10,1,0.5,12,0,0.5,10.1167,0.044792
K,10,1,1.5,12,0,0.5,14.2493,0.064692
K,11,1,0.5,12,0,0.5,74.2493,0.143248
K,11,1,1.5,12,0,0.5,105.52,0.20632
K,12,0,0.5,12,1,0.5,98.6979,0.192078
K,12,0,0.5,12,1,1.5,139.165,0.27461
K,3,2,1.5,12,1,0.5,0.120018,0.0060875
K,4,2,1.5,12,1,0.5,0.326585,0.0129896
K,5,2,1.5,12,1,0.5,0.693622,0.0293315
K,6,2,1.5,12,1,0.5,1.344,0.0577108
K,7,2,1.5,12,1,0.5,2.60309,0.111676
K,8,2,1.5,12,1,0.5,5.4944,0.230183
K,9,2,1.5,12,1,0.5,14.8793,0.548222
K,10,2,1.5,12,1,0.5,106.216,3.12965
K,11,2,1.5,12,1,0.5,159.627,1.2575
K,3,2,1.5,12,1,1.5,0.0540365,0.0026544
K,3,2,2.5,12,1,1.5,0.162124,0.0079344
K,4,2,1.5,12,1,1.5,0.146957,0.0057296
K,4,2,2.5,12,1,1.5,0.441072,0.0171248
K,5,2,1.5,12,1,1.5,0.311934,0.012947
K,5,2,2.5,12,1,1.5,0.936256,0.0386492
K,6,2,1.5,12,1,1.5,0.60427,0.0254815
K,6,2,2.5,12,1,1.5,1.81369,0.0760139
K,7,2,1.5,12,1,1.5,1.17011,0.0492967
K,7,2,2.5,12,1,1.5,3.512,0.146974
K,8,2,1.5,12,1,1.5,2.46869,0.101474
K,8,2,2.5,12,1,1.5,7.40945,0.302355
K,9,2,1.5,12,1,1.5,6.67661,0.240484
K,9,2,2.5,12,1,1.5,20.0375,0.715729
K,10,2,1.5,12,1,1.5,47.2788,1.40088
K,10,2,2.5,12,1,1.5,141.783,4.18471
K,11,2,1.5,12,1,1.5,71.6062,0.556666
K,11,2,2.5,12,1,1.5,214.845,1.66797
K,4,3,2.5,11,2,1.5,0.317387,0.0084943
K,5,3,2.5,11,2,1.5,0.804234,0.0201672
K,6,3,2.5,11,2,1.5,1.68983,0.040253
K,7,3,2.5,11,2,1.5,3.41898,0.0784987
K,8,3,2.5,11,2,1.5,7.3143,0.165296
K,9,3,2.5,11,2,1.5,18.9857,0.433581
K,10,3,2.5,11,2,1.5,94.4389,1.79147
K,11,2,1.5,11,3,2.5,259.783,2.03512
K,4,3,2.5,11,2,2.5,0.0848528,0.0022553
K,4,3,3.5,11,2,2.5,0.379472,0.0100868
K,5,3,2.5,11,2,2.5,0.215004,0.0053531
K,5,3,3.5,11,2,2.5,0.961526,0.0239408
K,6,3,2.5,11,2,2.5,0.451751,0.010683
K,6,3,3.5,11,2,2.5,2.02029,0.0477764
K,7,3,2.5,11,2,2.5,0.914001,0.0208327
K,7,3,3.5,11,2,2.5,4.08753,0.0931668
K,8,3,2.5,11,2,2.5,1.95534,0.0438775
K,8,3,3.5,11,2,2.5,8.74455,0.196225
K,9,3,2.5,11,2,2.5,5.07556,0.115194
K,9,3,3.5,11,2,2.5,22.6986,0.515156
K,10,3,2.5,11,2,2.5,25.2489,0.478438
K,10,3,3.5,11,2,2.5,112.917,2.13953
K,11,2,2.5,11,3,2.5,69.4228,0.541315
K,11,2,2.5,11,3,3.5,310.468,2.42079
Rb,5,0,0.5,5,1,0.5,4.231,0.003
Rb,5,0,0.5,5,1,1.5,5.978,0.005
Rb,5,0,0.5,6,1,0.5,0.3235,0.0009
Rb,5,0,0.5,6,1,1.5,0.523,0.0008
Rb,5,0,0.5,7,1,0.5,0.11543,0.0080606
Rb,5,0,0.5,7,1,1.5,0.202314,0.0105247
Rb,5,0,0.5,8,1,0.5,0.0598359,0.0056525
Rb,5,0,0.5,8,1,1.5,0.110994,0.0073876
Rb,5,0,0.5,9,1,0.5,0.0376028,0.0043066
Rb,5,0,0.5,9,1,1.5,0.0726511,0.0056406
Rb,5,0,0.5,10,1,0.5,0.0263885,0.0034358
Rb,5,0,0.5,10,1,1.5,0.052518,0.0045084
Rb,5,0,0.5,11,1,0.5,0.0198671,0.0028278
Rb,5,0,0.5,11,1,1.5,0.0404163,0.0037162
Rb,5,0,0.5,12,1,0.5,0.015693,0.0023817
Rb,5,0,0.5,12,1,1.5,0.0324571,0.0031338
Rb,5,0,0.5,13,1,0.5,0.0128314,0.0020425
Rb,5,0,0.5,13,1,1.5,0.0268775,0.00269
Rb,4,2,1.5,5,1,0.5,8.01617,0.0242461
Rb,5,1,0.5,5,2,1.5,1.35253,0.0768426
Rb,5,1,0.5,6,2,1.5,1.06735,0.0371636
Rb,5,1,0.5,7,2,1.5,0.787538,0.0205306
Rb,5,1,0.5,8,2,1.5,0.605103,0.0130228
Rb,5,1,0.5,9,2,1.5,0.482921,0.0090452
Rb,5,1,0.5,10,2,1.5,0.397101,0.0066114
Rb,5,1,0.5,11,2,1.5,0.339203,0.0124906
Rb,5,1,0.5,12,2,1.5,0.290369,0.0092186
Rb,4,2,1.5,5,1,1.5,3.61841,0.012493
Rb,4,2,2.5,5,1,1.5,10.862,0.036824
Rb,5,1,1.5,5,2,1.5,0.66551,0.034861
Rb,5,1,1.5,5,2,2.5,1.9841,0.102806
Rb,5,1,1.5,6,2,1.5,0.506392,0.0166924
Rb,5,1,1.5,6,2,2.5,1.51163,0.0484439
Rb,5,1,1.5,7,2,1.5,0.369737,0.009185
Rb,5,1,1.5,7,2,2.5,1.1042,0.0264412
Rb,5,1,1.5,8,2,1.5,0.282694,0.0058182
Rb,5,1,1.5,8,2,2.5,0.844451,0.0166714
Rb,5,1,1.5,9,2,1.5,0.224984,0.0040404
Rb,5,1,1.5,9,2,2.5,0.672201,0.0115086
Rb,5,1,1.5,10,2,1.5,0.184676,0.0029549
Rb,5,1,1.5,10,2,2.5,0.551827,0.008389
Rb,5,1,1.5,11,2,1.5,0.157475,0.0054948
Rb,5,1,1.5,11,2,2.5,0.470249,0.015767
Rb,5,1,1.5,12,2,1.5,0.134698,0.0040578
Rb,5,1,1.5,12,2,2.5,0.402246,0.0116819
Rb,4,2,1.5,4,3,2.5,10.5093,0.30664
Rb,4,2,1.5,5,3,2.5,4.59292,0.021061
Rb,4,2,1.5,6,3,2.5,2.80066,0.0284552
Rb,4,2,1.5,7,3,2.5,1.96527,0.0196527
Rb,4,2,1.5,8,3,2.5,1.49473,0.0194924
Rb,4,2,1.5,9,3,2.5,1.20463,0.004293
Rb,4,2,1.5,10,3,2.5,0.994354,0.0022231
Rb,4,2,1.5,11,3,2.5,0.84092,0.0010762
Rb,4,2,2.5,4,3,2.5,2.809,0.080436
Rb,4,2,2.5,4,3,3.5,12.5624,0.359712
Rb,4,2,2.5,5,3,2.5,1.22827,0.0056389
Rb,4,2,2.5,5,3,3.5,5.4931,0.0252099
Rb,4,2,2.5,6,3,2.5,0.74908,0.0073674
Rb,4,2,2.5,6,3,3.5,3.35004,0.0329364
Rb,4,2,2.5,7,3,2.5,0.525743,0.0052574
Rb,4,2,2.5,7,3,3.5,2.35123,0.0235123
