# Reduced electric-dipole matrix elements |<n1 l1 j1 || d || n2 l2 j2>| in e a0,
# from the Portal for High-Precision Atomic Data and Computation, https://www1.udel.edu/atom/
# (M. S. Safronova et al., linearized coupled-cluster method; retrieved 2026-07-28).
species,n1,l1,j1,n2,l2,j2,matrix_element,uncertainty
Li,6,3,3.5,9,2,2.5,2.20729,0.0011036
Li,7,3,2.5,9,2,2.5,1.38321,0.0006916
Li,7,3,3.5,9,2,2.5,6.18596,0.003093
Li,8,3,2.5,9,2,2.5,5.60756,0.0028038
Li,8,3,3.5,9,2,2.5,25.0781,0.0125391
Li,9,2,2.5,9,3,2.5,47.438,0.023719
Li,9,2,2.5,9,3,3.5,212.149,0.106075
Li,9,2,2.5,10,3,2.5,17.8253,0.0089126
Li,9,2,2.5,10,3,3.5,79.7164,0.0398582
Li,2,1,0.5,9,0,0.5,0.106795,5.34e-05
Li,2,1,1.5,9,0,0.5,0.151031,7.55e-05
Li,3,1,0.5,9,0,0.5,0.301601,0.0001508
Li,3,1,1.5,9,0,0.5,0.426527,0.0002133
Li,4,1,0.5,9,0,0.5,0.662098,0.000331
Li,4,1,1.5,9,0,0.5,0.936348,0.0004682
Li,5,1,0.5,9,0,0.5,1.36664,0.0006833
Li,5,1,1.5,9,0,0.5,1.93272,0.0009664
Li,6,1,0.5,9,0,0.5,2.96708,0.0014835
Li,6,1,1.5,9,0,0.5,4.19609,0.002098
Li,7,1,0.5,9,0,0.5,7.9333,0.0039666
Li,7,1,1.5,9,0,0.5,11.2194,0.0056097
Li,8,1,0.5,9,0,0.5,45.2623,0.112433
Li,8,1,1.5,9,0,0.5,64.0105,0.160466
Li,9,0,0.5,9,1,0.5,83.6113,0.049063
Li,9,0,0.5,9,1,1.5,118.244,0.06858
Li,9,0,0.5,10,1,0.5,3.11433,0.0379304
Li,9,0,0.5,10,1,1.5,4.40434,0.0544861
Li,3,2,1.5,9,1,0.5,0.156455,0.0001821
Li,4,2,1.5,9,1,0.5,0.446167,0.0003788
Li,5,2,1.5,9,1,0.5,1.03979,0.0005848
Li,6,2,1.5,9,1,0.5,2.36803,0.001184
Li,7,2,1.5,9,1,0.5,6.05798,0.0052185
Li,8,2,1.5,9,1,0.5,23.4652,0.139963
Li,9,1,0.5,9,2,1.5,136.829,0.0684146
Li,9,1,0.5,10,2,1.5,37.1538,0.289897
Li,3,2,1.5,9,1,1.5,0.069969,7.83e-05
Li,3,2,2.5,9,1,1.5,0.209911,0.0002343
Li,4,2,1.5,9,1,1.5,0.199532,0.0001613
Li,4,2,2.5,9,1,1.5,0.598611,0.0004803
Li,5,2,1.5,9,1,1.5,0.465008,0.000244
Li,5,2,2.5,9,1,1.5,1.39505,0.0007251
Li,6,2,1.5,9,1,1.5,1.05902,0.0005295
Li,6,2,2.5,9,1,1.5,3.17717,0.0015886
Li,7,2,1.5,9,1,1.5,2.70921,0.0022312
Li,7,2,2.5,9,1,1.5,8.12764,0.0068332
Li,8,2,1.5,9,1,1.5,10.494,0.062095
Li,8,2,2.5,9,1,1.5,31.4819,0.186948
Li,9,1,1.5,9,2,1.5,61.1919,0.0305959
Li,9,1,1.5,9,2,2.5,183.576,0.0917878
Li,9,1,1.5,10,2,1.5,16.6157,0.128886
Li,9,1,1.5,10,2,2.5,49.847,0.387563
Li,4,3,2.5,10,2,1.5,0.18083,0.0027008
Li,5,3,2.5,10,2,1.5,0.52959,0.018027
Li,6,3,2.5,10,2,1.5,1.21201,0.000606
Li,7,3,2.5,10,2,1.5,2.8122,0.0014061
Li,8,3,2.5,10,2,1.5,7.30517,0.0036526
Li,9,3,2.5,10,2,1.5,28.0833,0.0140417
Li,10,2,1.5,10,3,2.5,221.715,0.110857
Li,4,3,2.5,10,2,2.5,0.0483289,0.0007232
Li,4,3,3.5,10,2,2.5,0.216133,0.0032306
Li,5,3,2.5,10,2,2.5,0.141539,0.0048214
Li,5,3,3.5,10,2,2.5,0.632981,0.0215538
Li,6,3,2.5,10,2,2.5,0.323916,0.000162
Li,6,3,3.5,10,2,2.5,1.44861,0.0007243
Li,7,3,2.5,10,2,2.5,0.751577,0.0003758
Li,7,3,3.5,10,2,2.5,3.36119,0.0016806
Li,8,3,2.5,10,2,2.5,1.95235,0.0009762
Li,8,3,3.5,10,2,2.5,8.73126,0.0043656
Li,9,3,2.5,10,2,2.5,7.5054,0.0037527
Li,9,3,3.5,10,2,2.5,33.5656,0.0167828
Li,10,2,2.5,10,3,2.5,59.2557,0.0296278
Li,10,2,2.5,10,3,3.5,265,0.1325
Li,2,1,0.5,10,0,0.5,0.0891731,0.0002134
Li,2,1,1.5,10,0,0.5,0.12611,0.0003019
Li,3,1,0.5,10,0,0.5,0.245798,0.0008923
Li,3,1,1.5,10,0,0.5,0.34761,0.0012621
Li,4,1,0.5,10,0,0.5,0.517514,0.0022404
Li,4,1,1.5,10,0,0.5,0.731874,0.003171
Li,5,1,0.5,10,0,0.5,0.996184,0.0046073
Li,5,1,1.5,10,0,0.5,1.40882,0.0065228
Li,6,1,0.5,10,0,0.5,1.91208,0.008808
Li,6,1,1.5,10,0,0.5,2.70409,0.0124709
Li,7,1,0.5,10,0,0.5,3.96595,0.0145101
Li,7,1,1.5,10,0,0.5,5.60871,0.0205438
Li,8,1,0.5,10,0,0.5,10.27,0.00809
Li,8,1,1.5,10,0,0.5,14.524,0.011439
Li,9,1,0.5,10,0,0.5,56.9542,0.614995
Li,9,1,1.5,10,0,0.5,80.5454,0.871545
Li,10,0,0.5,10,1,0.5,104.221,0.63022
Li,10,0,0.5,10,1,1.5,147.39,0.8923
Li,3,2,1.5,10,1,0.5,0.128466,0.000642
Li,4,2,1.5,10,1,0.5,0.352074,0.0016289
Li,5,2,1.5,10,1,0.5,0.771171,0.0034669
Li,6,2,1.5,10,1,0.5,1.58554,0.0071263
Li,7,2,1.5,10,1,0.5,3.353,0.0132778
Li,8,2,1.5,10,1,0.5,8.14954,0.0040748
Li,9,2,1.5,10,1,0.5,30.5567,0.081821
Li,10,1,0.5,10,2,1.5,169.707,0.0848533
Li,3,2,1.5,10,1,1.5,0.0574518,0.0002897
Li,3,2,2.5,10,1,1.5,0.172359,0.0008695
Li,4,2,1.5,10,1,1.5,0.157452,0.0007347
Li,4,2,2.5,10,1,1.5,0.472368,0.0022071
Li,5,2,1.5,10,1,1.5,0.344878,0.0015632
Li,5,2,2.5,10,1,1.5,1.03466,0.0046946
Li,6,2,1.5,10,1,1.5,0.709074,0.0032119
Li,6,2,2.5,10,1,1.5,2.12729,0.0096772
Li,7,2,1.5,10,1,1.5,1.49951,0.0059901
Li,7,2,2.5,10,1,1.5,4.49852,0.0178991
Li,8,2,1.5,10,1,1.5,3.64459,0.0018223
Li,8,2,2.5,10,1,1.5,10.9338,0.0054669
Li,9,2,1.5,10,1,1.5,13.6654,0.035957
Li,9,2,2.5,10,1,1.5,40.9961,0.108716
Li,10,1,1.5,10,2,1.5,75.8951,0.0379476
Li,10,1,1.5,10,2,2.5,227.685,0.113843
Na,3,0,0.5,3,1,0.5,3.5246,0.0023
Na,3,0,0.5,3,1,1.5,4.9838,0.0034
Na,3,0,0.5,4,1,0.5,0.305336,0.0030534
Na,3,0,0.5,4,1,1.5,0.43532,0.0043532
Na,3,0,0.5,5,1,0.5,0.107351,0.0002184
Na,3,0,0.5,5,1,1.5,0.153854,0.0003071
Na,3,0,0.5,6,1,0.5,0.056473,0.0001332
Na,3,0,0.5,6,1,1.5,0.0812405,0.0001721
Na,3,0,0.5,7,1,0.5,0.035919,0.0001306
Na,3,0,0.5,7,1,1.5,0.0518114,0.0001529
Na,3,0,0.5,8,1,0.5,0.0254455,9.9e-05
Na,3,0,0.5,8,1,1.5,0.0367756,0.0001436
Na,3,0,0.5,9,1,0.5,0.0192961,7.25e-05
Na,3,0,0.5,9,1,1.5,0.0279281,0.0001045
Na,3,0,0.5,10,1,0.5,0.015326,7.26e-05
Na,3,0,0.5,10,1,1.5,0.0222061,0.0001006
Na,3,0,0.5,11,1,0.5,0.0125841,6.34e-05
Na,3,0,0.5,11,1,1.5,0.0182483,9.25e-05
Na,3,1,0.5,3,2,1.5,6.79109,0.0033955
Na,3,1,0.5,4,2,1.5,1.91697,0.0064259
Na,3,1,0.5,5,2,1.5,0.997925,0.0007107
Na,3,1,0.5,6,2,1.5,0.646472,0.0005313
Na,3,1,0.5,7,2,1.5,0.46718,0.0004986
Na,3,1,0.5,8,2,1.5,0.360323,0.0004182
Na,3,1,0.5,9,2,1.5,0.289956,0.0005121
Na,3,1,0.5,10,2,1.5,0.240779,0.0001948
Na,3,1,0.5,11,2,1.5,0.20411,0.0005751
Na,3,1,1.5,3,2,1.5,3.0406,0.0015203
Na,3,1,1.5,3,2,2.5,9.12189,0.0045609
Na,3,1,1.5,4,2,1.5,0.856847,0.002865
Na,3,1,1.5,4,2,2.5,2.57052,0.0085932
Na,3,1,1.5,5,2,1.5,0.445771,0.0003212
Na,3,1,1.5,5,2,2.5,1.33729,0.000961
Na,3,1,1.5,6,2,1.5,0.288683,0.0002401
Na,3,1,1.5,6,2,2.5,0.866028,0.0007202
Na,3,1,1.5,7,2,1.5,0.208579,0.0002251
Na,3,1,1.5,7,2,2.5,0.625749,0.0006328
Na,3,1,1.5,8,2,1.5,0.160851,0.0001887
Na,3,1,1.5,8,2,2.5,0.482562,0.0005307
Na,3,1,1.5,9,2,1.5,0.129428,0.0002306
Na,3,1,1.5,9,2,2.5,0.38829,0.0006617
Na,3,1,1.5,10,2,1.5,0.10747,8.82e-05
Na,3,1,1.5,10,2,2.5,0.322399,0.0002635
Na,3,1,1.5,11,2,1.5,0.0910985,0.0002585
Na,3,1,1.5,11,2,2.5,0.273287,0.0007719
Na,3,2,1.5,4,3,2.5,15.6098,0.0078049
Na,3,2,1.5,5,3,2.5,5.14355,0.0025718
Na,3,2,1.5,6,3,2.5,2.80394,0.001402
Na,3,2,1.5,7,3,2.5,1.8575,0.0009287
Na,3,2,1.5,8,3,2.5,1.36154,0.0006808
Na,3,2,1.5,9,3,2.5,1.06073,0.0005304
Na,3,2,1.5,10,3,2.5,0.861256,0.0004344
Na,3,2,1.5,11,3,2.5,0.719514,0.0003598
Na,3,2,2.5,4,3,2.5,4.17185,0.0020859
Na,3,2,2.5,4,3,3.5,18.6571,0.0093286
Na,3,2,2.5,5,3,2.5,1.37467,0.0006873
Na,3,2,2.5,5,3,3.5,6.14774,0.0030739
Na,3,2,2.5,6,3,2.5,0.749388,0.0003747
Na,3,2,2.5,6,3,3.5,3.35138,0.0016757
Na,3,2,2.5,7,3,2.5,0.49644,0.0002482
Na,3,2,2.5,7,3,3.5,2.22016,0.0011101
Na,3,2,2.5,8,3,2.5,0.363889,0.0001819
Na,3,2,2.5,8,3,3.5,1.62737,0.0008137
Na,3,2,2.5,9,3,2.5,0.283494,0.0001417
Na,3,2,2.5,9,3,3.5,1.26783,0.0006339
Na,3,2,2.5,10,3,2.5,0.230182,0.0001161
Na,3,2,2.5,10,3,3.5,1.02941,0.0005147
Na,3,2,2.5,11,3,2.5,0.1923,9.61e-05
Na,3,2,2.5,11,3,3.5,0.859996,0.00043
Na,3,1,0.5,4,0,0.5,3.57623,0.0017881
Na,3,1,1.5,4,0,0.5,5.06704,0.0025335
Na,4,0,0.5,4,1,0.5,8.37302,0.0041865
Na,4,0,0.5,4,1,1.5,11.836,0.005918
Na,4,0,0.5,5,1,0.5,0.944067,0.0008566
Na,4,0,0.5,5,1,1.5,1.34174,0.001205
Na,4,0,0.5,6,1,0.5,0.37749,0.0004875
Na,4,0,0.5,6,1,1.5,0.537725,0.0006573
Na,4,0,0.5,7,1,0.5,0.215006,0.0003905
Na,4,0,0.5,7,1,1.5,0.306667,0.0004955
Na,4,0,0.5,8,1,0.5,0.144129,0.0002859
Na,4,0,0.5,8,1,1.5,0.20581,0.0004101
Na,4,0,0.5,9,1,0.5,0.105915,0.000212
Na,4,0,0.5,9,1,1.5,0.151341,0.0003029
Na,4,0,0.5,10,1,0.5,0.0825269,0.0001927
Na,4,0,0.5,10,1,1.5,0.117972,0.0002689
Na,4,0,0.5,11,1,0.5,0.0669012,0.000164
Na,4,0,0.5,11,1,1.5,0.0956757,0.0002363
Na,3,2,1.5,4,1,0.5,10.8667,0.0054334
Na,4,1,0.5,4,2,1.5,12.0824,0.0060412
Na,4,1,0.5,5,2,1.5,3.71936,0.0018597
Na,4,1,0.5,6,2,1.5,1.99742,0.0009987
Na,4,1,0.5,7,2,1.5,1.31497,0.0006575
Na,4,1,0.5,8,2,1.5,0.96056,0.0004803
Na,4,1,0.5,9,2,1.5,0.746678,0.0004677
Na,4,1,0.5,10,2,1.5,0.605282,0.0003026
Na,4,1,0.5,11,2,1.5,0.504759,0.0005397
Na,3,2,1.5,4,1,1.5,4.85759,0.0024288
Na,3,2,2.5,4,1,1.5,14.5726,0.0072863
Na,4,1,1.5,4,2,1.5,5.41177,0.0027059
Na,4,1,1.5,4,2,2.5,16.2356,0.0081178
Na,4,1,1.5,5,2,1.5,1.66336,0.0008317
Na,4,1,1.5,5,2,2.5,4.99006,0.002495
Na,4,1,1.5,6,2,1.5,0.892786,0.0004464
Na,4,1,1.5,6,2,2.5,2.67832,0.0013392
Na,4,1,1.5,7,2,1.5,0.587583,0.0002938
Na,4,1,1.5,7,2,2.5,1.76276,0.0008814
Na,4,1,1.5,8,2,1.5,0.429143,0.0002146
Na,4,1,1.5,8,2,2.5,1.28744,0.0006437
Na,4,1,1.5,9,2,1.5,0.33355,0.0002108
Na,4,1,1.5,9,2,2.5,1.00066,0.0006033
Na,4,1,1.5,10,2,1.5,0.270366,0.0001352
Na,4,1,1.5,10,2,2.5,0.811078,0.0004055
Na,4,1,1.5,11,2,1.5,0.225451,0.0002428
Na,4,1,1.5,11,2,2.5,0.676338,0.000725
Na,4,2,1.5,4,3,2.5,24.6788,0.0123394
Na,4,2,1.5,5,3,2.5,21.2569,0.0106285
Na,4,2,1.5,6,3,2.5,7.96241,0.0039812
Na,4,2,1.5,7,3,2.5,4.53562,0.0022678
Na,4,2,1.5,8,3,2.5,3.06985,0.0015349
Na,4,2,1.5,9,3,2.5,2.27908,0.0011395
Na,4,2,1.5,10,3,2.5,1.79198,0.000896
Na,4,2,1.5,11,3,2.5,1.46415,0.0007321
Na,4,2,2.5,4,3,2.5,6.5957,0.0032979
Na,4,2,2.5,4,3,3.5,29.4969,0.0147484
Na,4,2,2.5,5,3,2.5,5.68102,0.0028405
Na,4,2,2.5,5,3,3.5,25.4063,0.0127032
Na,4,2,2.5,6,3,2.5,2.12803,0.001064
Na,4,2,2.5,6,3,3.5,9.51684,0.0047584
Na,4,2,2.5,7,3,2.5,1.21219,0.0006061
Na,4,2,2.5,7,3,3.5,5.42111,0.0027106
Na,4,2,2.5,8,3,2.5,0.820454,0.0004102
Na,4,2,2.5,8,3,3.5,3.66919,0.0018346
Na,4,2,2.5,9,3,2.5,0.609112,0.0003046
Na,4,2,2.5,9,3,3.5,2.72404,0.001362
Na,4,2,2.5,10,3,2.5,0.47893,0.0002395
Na,4,2,2.5,10,3,3.5,2.14185,0.0010709
Na,4,2,2.5,11,3,2.5,0.391314,0.0001957
Na,4,2,2.5,11,3,3.5,1.75001,0.000875
Na,3,1,0.5,5,0,0.5,0.757374,0.0003787
Na,3,1,1.5,5,0,0.5,1.0711,0.0005355
Na,4,1,0.5,5,0,0.5,8.38748,0.0041937
Na,4,1,1.5,5,0,0.5,11.8807,0.0059403
Na,5,0,0.5,5,1,0.5,14.9916,0.0074958
Na,5,0,0.5,5,1,1.5,21.1887,0.0105944
Na,5,0,0.5,6,1,0.5,1.81573,0.0010945
Na,5,0,0.5,6,1,1.5,2.5782,0.0014827
Na,5,0,0.5,7,1,0.5,0.747412,0.0007632
Na,5,0,0.5,7,1,1.5,1.06302,0.0009616
Na,5,0,0.5,8,1,0.5,0.432201,0.0005095
Na,5,0,0.5,8,1,1.5,0.61542,0.0007402
Na,5,0,0.5,9,1,0.5,0.292519,0.0003549
Na,5,0,0.5,9,1,1.5,0.416802,0.0005138
Na,5,0,0.5,10,1,0.5,0.216498,0.000318
Na,5,0,0.5,10,1,1.5,0.308615,0.0004474
Na,5,0,0.5,11,1,0.5,0.16955,0.0002654
Na,5,0,0.5,11,1,1.5,0.241788,0.0003872
Na,3,2,1.5,5,1,0.5,0.176097,0.0017054
Na,4,2,1.5,5,1,0.5,22.6181,0.0113091
Na,5,1,0.5,5,2,1.5,18.6563,0.0093282
Na,5,1,0.5,6,2,1.5,5.8317,0.0029159
Na,5,1,0.5,7,2,1.5,3.15234,0.0015762
Na,5,1,0.5,8,2,1.5,2.0832,0.0010416
Na,5,1,0.5,9,2,1.5,1.52599,0.000763
Na,5,1,0.5,10,2,1.5,1.18988,0.0005949
Na,5,1,0.5,11,2,1.5,0.966245,0.0006812
Na,3,2,1.5,5,1,1.5,0.0760358,0.0007652
Na,3,2,2.5,5,1,1.5,0.228045,0.0022948
Na,4,2,1.5,5,1,1.5,10.1109,0.0050554
Na,4,2,2.5,5,1,1.5,30.3323,0.0151661
Na,5,1,1.5,5,2,1.5,8.35779,0.0041789
Na,5,1,1.5,5,2,2.5,25.0739,0.0125369
Na,5,1,1.5,6,2,1.5,2.60872,0.0013044
Na,5,1,1.5,6,2,2.5,7.82616,0.0039131
Na,5,1,1.5,7,2,1.5,1.40942,0.0007047
Na,5,1,1.5,7,2,2.5,4.22827,0.0021141
Na,5,1,1.5,8,2,1.5,0.931154,0.0004656
Na,5,1,1.5,8,2,2.5,2.79347,0.0013967
Na,5,1,1.5,9,2,1.5,0.68198,0.000341
Na,5,1,1.5,9,2,2.5,2.04594,0.001023
Na,5,1,1.5,10,2,1.5,0.531708,0.0002659
Na,5,1,1.5,10,2,2.5,1.5951,0.0007975
Na,5,1,1.5,11,2,1.5,0.431741,0.000307
Na,5,1,1.5,11,2,2.5,1.2952,0.0009166
Na,4,3,2.5,5,2,1.5,2.7953,0.0029742
Na,5,2,1.5,5,3,2.5,46.6106,0.0233053
Na,5,2,1.5,6,3,2.5,27.9048,0.0139524
Na,5,2,1.5,7,3,2.5,10.8344,0.0054172
Na,5,2,1.5,8,3,2.5,6.26889,0.0031344
Na,5,2,1.5,9,3,2.5,4.27935,0.0021397
Na,5,2,1.5,10,3,2.5,3.19505,0.0015975
Na,5,2,1.5,11,3,2.5,2.52247,0.0012612
Na,4,3,2.5,5,2,2.5,0.747134,0.0007922
Na,4,3,3.5,5,2,2.5,3.34128,0.0034855
Na,5,2,2.5,5,3,2.5,12.4573,0.0062286
Na,5,2,2.5,5,3,3.5,55.7105,0.0278553
Na,5,2,2.5,6,3,2.5,7.45765,0.0037288
Na,5,2,2.5,6,3,3.5,33.3516,0.0166758
Na,5,2,2.5,7,3,2.5,2.89558,0.0014478
Na,5,2,2.5,7,3,3.5,12.9494,0.0064747
Na,5,2,2.5,8,3,2.5,1.67542,0.0008377
Na,5,2,2.5,8,3,3.5,7.49271,0.0037464
Na,5,2,2.5,9,3,2.5,1.1437,0.0005718
Na,5,2,2.5,9,3,3.5,5.11479,0.0025574
Na,5,2,2.5,10,3,2.5,0.853912,0.000427
Na,5,2,2.5,10,3,3.5,3.81882,0.0019094
Na,5,2,2.5,11,3,2.5,0.674158,0.0003371
Na,5,2,2.5,11,3,3.5,3.01493,0.0015075
Na,3,1,0.5,6,0,0.5,0.391168,0.0001956
Na,3,1,1.5,6,0,0.5,0.553028,0.0002765
Na,4,1,0.5,6,0,0.5,1.58865,0.0007943
Na,4,1,1.5,6,0,0.5,2.24531,0.0011227
Na,5,1,0.5,6,0,0.5,14.9679,0.007484
Na,5,1,1.5,6,0,0.5,21.199,0.0105995
Na,6,0,0.5,6,1,0.5,23.4234,0.0117117
Na,6,0,0.5,6,1,1.5,33.1031,0.0165515
Na,6,0,0.5,7,1,0.5,2.92117,0.0019614
Na,6,0,0.5,7,1,1.5,4.14586,0.0024879
Na,6,0,0.5,8,1,0.5,1.21404,0.0011011
Na,6,0,0.5,8,1,1.5,1.72573,0.0015974
Na,6,0,0.5,9,1,0.5,0.705006,0.000694
Na,6,0,0.5,9,1,1.5,1.003,0.0010037
Na,6,0,0.5,10,1,0.5,0.478382,0.0005824
Na,6,0,0.5,10,1,1.5,0.680942,0.0008193
Na,6,0,0.5,11,1,0.5,0.354586,0.0004666
Na,6,0,0.5,11,1,1.5,0.504948,0.0006803
Na,3,2,1.5,6,1,0.5,0.0633968,0.0006868
Na,4,2,1.5,6,1,0.5,0.586049,0.0036062
Na,5,2,1.5,6,1,0.5,37.5944,0.0187972
Na,6,1,0.5,6,2,1.5,26.5347,0.0132674
Na,6,1,0.5,7,2,1.5,8.29018,0.0041451
Na,6,1,0.5,8,2,1.5,4.47683,0.0022384
Na,6,1,0.5,9,2,1.5,2.9561,0.001478
Na,6,1,0.5,10,2,1.5,2.16546,0.0010827
Na,6,1,0.5,11,2,1.5,1.68806,0.000844
Na,3,2,1.5,6,1,1.5,0.0272487,0.0003002
Na,3,2,2.5,6,1,1.5,0.0817221,0.0009002
Na,4,2,1.5,6,1,1.5,0.256226,0.0015749
Na,4,2,2.5,6,1,1.5,0.768446,0.0047265
Na,5,2,1.5,6,1,1.5,16.806,0.008403
Na,5,2,2.5,6,1,1.5,50.4176,0.0252088
Na,6,1,1.5,6,2,1.5,11.8884,0.0059442
Na,6,1,1.5,6,2,2.5,35.666,0.017833
Na,6,1,1.5,7,2,1.5,3.70907,0.0018545
Na,6,1,1.5,7,2,2.5,11.1272,0.0055636
Na,6,1,1.5,8,2,1.5,2.00198,0.001001
Na,6,1,1.5,8,2,2.5,6.00594,0.003003
Na,6,1,1.5,9,2,1.5,1.32159,0.0006608
Na,6,1,1.5,9,2,2.5,3.96476,0.0019824
Na,6,1,1.5,10,2,1.5,0.967965,0.000484
Na,6,1,1.5,10,2,2.5,2.90386,0.0014519
Na,6,1,1.5,11,2,1.5,0.754481,0.0003772
Na,6,1,1.5,11,2,2.5,2.26342,0.0011317
Na,4,3,2.5,6,2,1.5,0.94572,0.0008506
Na,5,3,2.5,6,2,1.5,6.11861,0.0048941
Na,6,2,1.5,6,3,2.5,72.6269,0.0363134
Na,6,2,1.5,7,3,2.5,35.5346,0.0177673
Na,6,2,1.5,8,3,2.5,13.9385,0.0069693
Na,6,2,1.5,9,3,2.5,8.10404,0.004052
Na,6,2,1.5,10,3,2.5,5.54719,0.0027736
Na,6,2,1.5,11,3,2.5,4.15023,0.0020751
Na,4,3,2.5,6,2,2.5,0.252774,0.0002272
Na,4,3,3.5,6,2,2.5,1.13044,0.0009981
Na,5,3,2.5,6,2,2.5,1.6354,0.0013071
Na,5,3,3.5,6,2,2.5,7.31372,0.0057346
Na,6,2,2.5,6,3,2.5,19.4104,0.0097052
Na,6,2,2.5,6,3,3.5,86.8059,0.043403
Na,6,2,2.5,7,3,2.5,9.49666,0.0047483
Na,6,2,2.5,7,3,3.5,42.4704,0.0212352
Na,6,2,2.5,8,3,2.5,3.72515,0.0018626
Na,6,2,2.5,8,3,3.5,16.6594,0.0083297
Na,6,2,2.5,9,3,2.5,2.16587,0.0010829
Na,6,2,2.5,9,3,3.5,9.68608,0.004843
Na,6,2,2.5,10,3,2.5,1.48254,0.0007413
Na,6,2,2.5,10,3,3.5,6.63012,0.0033151
Na,6,2,2.5,11,3,2.5,1.10919,0.0005546
Na,6,2,2.5,11,3,3.5,4.96045,0.0024802
Na,3,1,0.5,7,0,0.5,0.255582,0.0001278
Na,3,1,1.5,7,0,0.5,0.361296,0.0001806
Na,4,1,0.5,7,0,0.5,0.792043,0.000396
Na,4,1,1.5,7,0,0.5,1.11899,0.0005595
Na,5,1,0.5,7,0,0.5,2.65974,0.0013299
Na,5,1,1.5,7,0,0.5,3.75794,0.001879
Na,6,1,0.5,7,0,0.5,23.3307,0.0116654
Na,6,1,1.5,7,0,0.5,33.0402,0.0165201
Na,7,0,0.5,7,1,0.5,33.6742,0.0168371
Na,7,0,0.5,7,1,1.5,47.5877,0.0237939
Na,7,0,0.5,8,1,0.5,4.25897,0.0025974
Na,7,0,0.5,8,1,1.5,6.04343,0.0037604
Na,7,0,0.5,9,1,0.5,1.77569,0.001372
Na,7,0,0.5,9,1,1.5,2.52305,0.0019831
Na,7,0,0.5,10,1,0.5,1.03187,0.0010369
Na,7,0,0.5,10,1,1.5,1.46724,0.0014582
Na,7,0,0.5,11,1,0.5,0.699958,0.000779
Na,7,0,0.5,11,1,1.5,0.995812,0.001136
Na,3,2,1.5,7,1,0.5,0.0320175,0.0004589
Na,4,2,1.5,7,1,0.5,0.240534,0.0016127
Na,5,2,1.5,7,1,0.5,1.25199,0.0066329
Na,6,2,1.5,7,1,0.5,55.8927,0.0279463
Na,7,1,0.5,7,2,1.5,35.7286,0.019391
Na,7,1,0.5,8,2,1.5,11.1065,0.0055533
Na,7,1,0.5,9,2,1.5,5.9761,0.002988
Na,7,1,0.5,10,2,1.5,3.93658,0.0019683
Na,7,1,0.5,11,2,1.5,2.87823,0.0014391
Na,3,2,1.5,7,1,1.5,0.0136705,0.0001924
Na,3,2,2.5,7,1,1.5,0.0409976,0.0005771
Na,4,2,1.5,7,1,1.5,0.105252,0.0006758
Na,4,2,2.5,7,1,1.5,0.315665,0.002028
Na,5,2,1.5,7,1,1.5,0.550059,0.002773
Na,5,2,2.5,7,1,1.5,1.64974,0.008298
Na,6,2,1.5,7,1,1.5,24.9865,0.0124932
Na,6,2,2.5,7,1,1.5,74.9586,0.0374793
Na,7,1,1.5,7,2,1.5,16.0083,0.008079
Na,7,1,1.5,7,2,2.5,48.0249,0.0240124
Na,7,1,1.5,8,2,1.5,4.96964,0.0024848
Na,7,1,1.5,8,2,2.5,14.9089,0.0074545
Na,7,1,1.5,9,2,1.5,2.67277,0.0013364
Na,7,1,1.5,9,2,2.5,8.0183,0.0040092
Na,7,1,1.5,10,2,1.5,1.76018,0.0008801
Na,7,1,1.5,10,2,2.5,5.28051,0.0026403
Na,7,1,1.5,11,2,1.5,1.28676,0.0006434
Na,7,1,1.5,11,2,2.5,3.86024,0.0019301
Na,4,3,2.5,7,2,1.5,0.513207,0.0005468
Na,5,3,2.5,7,2,1.5,2.09304,0.0018227
Na,6,3,2.5,7,2,1.5,10.4749,0.010799
Na,7,2,1.5,7,3,2.5,103.095,0.0515475
Na,7,2,1.5,8,3,2.5,44.1253,0.0220627
Na,7,2,1.5,9,3,2.5,17.3279,0.008664
Na,7,2,1.5,10,3,2.5,10.0743,0.0050371
Na,7,2,1.5,11,3,2.5,6.89711,0.0034486
Na,4,3,2.5,7,2,2.5,0.13716,0.0001352
Na,4,3,3.5,7,2,2.5,0.613398,0.000595
Na,5,3,2.5,7,2,2.5,0.55939,0.0004462
Na,5,3,3.5,7,2,2.5,2.50166,0.0019616
Na,6,3,2.5,7,2,2.5,2.79953,0.0026667
Na,6,3,3.5,7,2,2.5,12.5199,0.011752
Na,7,2,2.5,7,3,2.5,27.5533,0.0137767
Na,7,2,2.5,7,3,3.5,123.222,0.0616111
Na,7,2,2.5,8,3,2.5,11.793,0.0058965
Na,7,2,2.5,8,3,3.5,52.7398,0.0263699
Na,7,2,2.5,9,3,2.5,4.63108,0.0023155
Na,7,2,2.5,9,3,3.5,20.7109,0.0103554
Na,7,2,2.5,10,3,2.5,2.69245,0.0013462
Na,7,2,2.5,10,3,3.5,12.041,0.0060205
Na,7,2,2.5,11,3,2.5,1.84333,0.0009217
Na,7,2,2.5,11,3,3.5,8.24361,0.0041218
Na,3,1,0.5,8,0,0.5,0.186133,9.31e-05
Na,3,1,1.5,8,0,0.5,0.263106,0.0001316
Na,4,1,0.5,8,0,0.5,0.51035,0.0002552
Na,4,1,1.5,8,0,0.5,0.720913,0.0003605
Na,5,1,0.5,8,0,0.5,1.29194,0.000646
